urn of en allw scholion	scholion text after en allw	urn of iliad line for that scholion	text of corresponding Iliad line in VenA	text of a similar Iliad line in OCT	words that intersect between two lines	urn of OCT line
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAint.hmt:10.1536	τοῖσι δὲ καὶ μετέειπε	urn:cts:greekLit:tlg0012.tlg001.msA:10.169	ναὶ δὴ ταῦτά γε πάντα φίλος κατα μοῖραν ἔειπες	ναὶ δὴ ταῦτά γε πάντα γέρον κατὰ μοῖραν ἔειπες	ναὶ, δὴ, ταῦτά, γε, πάντα, μοῖραν, ἔειπες	urn:cts:greekLit:tlg0012.tlg001.omar:1.286
urn:cts:greekLit:tlg5026.msAint.hmt:10.1536	τοῖσι δὲ καὶ μετέειπε	urn:cts:greekLit:tlg0012.tlg001.msA:10.169	ναὶ δὴ ταῦτά γε πάντα φίλος κατα μοῖραν ἔειπες	ναὶ δὴ ταῦτά γε πάντα γέρον κατὰ μοῖραν ἔειπες	ναὶ, δὴ, ταῦτά, γε, πάντα, μοῖραν, ἔειπες	urn:cts:greekLit:tlg0012.tlg001.omar:8.146
urn:cts:greekLit:tlg5026.msAint.hmt:10.1536	τοῖσι δὲ καὶ μετέειπε	urn:cts:greekLit:tlg0012.tlg001.msA:10.169	ναὶ δὴ ταῦτά γε πάντα φίλος κατα μοῖραν ἔειπες	ναὶ δὴ ταῦτά γε τέκνον ἐτήτυμον οὐ κακόν ἐστι	ναὶ, δὴ, ταῦτά, γε	urn:cts:greekLit:tlg0012.tlg001.omar:18.128
urn:cts:greekLit:tlg5026.msAint.hmt:10.1536	τοῖσι δὲ καὶ μετέειπε	urn:cts:greekLit:tlg0012.tlg001.msA:10.169	ναὶ δὴ ταῦτά γε πάντα φίλος κατα μοῖραν ἔειπες	ναὶ δὴ ταῦτά γε πάντα τέκος κατὰ μοῖραν ἔειπες	ναὶ, δὴ, ταῦτά, γε, πάντα, μοῖραν, ἔειπες	urn:cts:greekLit:tlg0012.tlg001.omar:23.626
urn:cts:greekLit:tlg5026.msAint.hmt:10.1536	τοῖσι δὲ καὶ μετέειπε	urn:cts:greekLit:tlg0012.tlg001.msA:10.169	ναὶ δὴ ταῦτά γε πάντα φίλος κατα μοῖραν ἔειπες	ναὶ δὴ ταῦτά γε πάντα γέρον κατὰ μοῖραν ἔειπες	ναὶ, δὴ, ταῦτά, γε, πάντα, μοῖραν, ἔειπες	urn:cts:greekLit:tlg0012.tlg001.omar:24.379
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAint.hmt:10.2000	οἱ κεν άριστοι έωσιν	urn:cts:greekLit:tlg0012.tlg001.msA:10.203	τοῖσι δὲ μύθων ἦρχε Γερήνιος ἱ̈ππότα Νέστωρ	̓Ατρεί̈δης δ' ἑτέρωθεν ἐμήνιε τοῖσι δὲ Νέστωρ	τοῖσι, δὲ, Νέστωρ	urn:cts:greekLit:tlg0012.tlg001.omar:1.247
urn:cts:greekLit:tlg5026.msAint.hmt:10.2000	οἱ κεν άριστοι έωσιν	urn:cts:greekLit:tlg0012.tlg001.msA:10.203	τοῖσι δὲ μύθων ἦρχε Γερήνιος ἱ̈ππότα Νέστωρ	τοῖσι δὲ καὶ μετέειπε Γερήνιος ἱππότα Νέστωρ	τοῖσι, δὲ, Γερήνιος, Νέστωρ	urn:cts:greekLit:tlg0012.tlg001.omar:2.336
urn:cts:greekLit:tlg5026.msAint.hmt:10.2000	οἱ κεν άριστοι έωσιν	urn:cts:greekLit:tlg0012.tlg001.msA:10.203	τοῖσι δὲ μύθων ἦρχε Γερήνιος ἱ̈ππότα Νέστωρ	τοῖς ἄρα μύθων ἦρχε Γερήνιος ἱππότα Νέστωρ	μύθων, ἦρχε, Γερήνιος, Νέστωρ	urn:cts:greekLit:tlg0012.tlg001.omar:2.433
urn:cts:greekLit:tlg5026.msAint.hmt:10.2000	οἱ κεν άριστοι έωσιν	urn:cts:greekLit:tlg0012.tlg001.msA:10.203	τοῖσι δὲ μύθων ἦρχε Γερήνιος ἱ̈ππότα Νέστωρ	τοῖσι δὲ μύθων ἦρχε θεὰ γλαυκῶπις ̓Αθήνη	τοῖσι, δὲ, μύθων, ἦρχε	urn:cts:greekLit:tlg0012.tlg001.omar:5.420
urn:cts:greekLit:tlg5026.msAint.hmt:10.2000	οἱ κεν άριστοι έωσιν	urn:cts:greekLit:tlg0012.tlg001.msA:10.203	τοῖσι δὲ μύθων ἦρχε Γερήνιος ἱ̈ππότα Νέστωρ	ὣς ἄρ' ἔφαν πάλλεν δὲ Γερήνιος ἱππότα Νέστωρ	δὲ, Γερήνιος, Νέστωρ	urn:cts:greekLit:tlg0012.tlg001.omar:7.181
urn:cts:greekLit:tlg5026.msAint.hmt:10.2000	οἱ κεν άριστοι έωσιν	urn:cts:greekLit:tlg0012.tlg001.msA:10.203	τοῖσι δὲ μύθων ἦρχε Γερήνιος ἱ̈ππότα Νέστωρ	τοῖσι δὲ μύθων ἦρχε Ποσειδάων ἐνοσίχθων	τοῖσι, δὲ, μύθων, ἦρχε	urn:cts:greekLit:tlg0012.tlg001.omar:7.445
urn:cts:greekLit:tlg5026.msAint.hmt:10.2000	οἱ κεν άριστοι έωσιν	urn:cts:greekLit:tlg0012.tlg001.msA:10.203	τοῖσι δὲ μύθων ἦρχε Γερήνιος ἱ̈ππότα Νέστωρ	τοῖσι δὲ πόλλ' ἐπέτελλε Γερήνιος ἱππότα Νέστωρ	τοῖσι, δὲ, Γερήνιος, Νέστωρ	urn:cts:greekLit:tlg0012.tlg001.omar:9.179
urn:cts:greekLit:tlg5026.msAint.hmt:10.2000	οἱ κεν άριστοι έωσιν	urn:cts:greekLit:tlg0012.tlg001.msA:10.203	τοῖσι δὲ μύθων ἦρχε Γερήνιος ἱ̈ππότα Νέστωρ	τοῖσι δὲ μύθων ἦρχε μέγας Τελαμώνιος Αἴας	τοῖσι, δὲ, μύθων, ἦρχε	urn:cts:greekLit:tlg0012.tlg001.omar:17.628
urn:cts:greekLit:tlg5026.msAint.hmt:10.2000	οἱ κεν άριστοι έωσιν	urn:cts:greekLit:tlg0012.tlg001.msA:10.203	τοῖσι δὲ μύθων ἦρχε Γερήνιος ἱ̈ππότα Νέστωρ	τοῖσι δὲ μύθων ἦρχε Ποσειδάων ἐνοσίχθων	τοῖσι, δὲ, μύθων, ἦρχε	urn:cts:greekLit:tlg0012.tlg001.omar:21.287
urn:cts:greekLit:tlg5026.msAint.hmt:10.2000	οἱ κεν άριστοι έωσιν	urn:cts:greekLit:tlg0012.tlg001.msA:10.203	τοῖσι δὲ μύθων ἦρχε Γερήνιος ἱ̈ππότα Νέστωρ	τοῖσι δὲ μύθων ἦρχε πατὴρ ἀνδρῶν τε θεῶν τε	τοῖσι, δὲ, μύθων, ἦρχε	urn:cts:greekLit:tlg0012.tlg001.omar:22.167
urn:cts:greekLit:tlg5026.msAint.hmt:10.2000	οἱ κεν άριστοι έωσιν	urn:cts:greekLit:tlg0012.tlg001.msA:10.203	τοῖσι δὲ μύθων ἦρχε Γερήνιος ἱ̈ππότα Νέστωρ	τοῖσι δὲ μύθων ἦρχε πατὴρ ἀνδρῶν τε θεῶν τε	τοῖσι, δὲ, μύθων, ἦρχε	urn:cts:greekLit:tlg0012.tlg001.omar:24.103
---	---	---	---	---	---	---
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAint.hmt:11.13	εἷλκεν ἐπί Ευρυπύλῳ	urn:cts:greekLit:tlg0012.tlg001.msA:11.366	εἴ που τις καὶ ἐμοί γε θεῶν ἐπιτάρροθός ἐστι	εἴ περ γάρ τε χόλον γε καὶ αὐτῆμαρ καταπέψῃ	εἴ, καὶ, γε	urn:cts:greekLit:tlg0012.tlg001.omar:1.81
urn:cts:greekLit:tlg5026.msAint.hmt:11.13	εἷλκεν ἐπί Ευρυπύλῳ	urn:cts:greekLit:tlg0012.tlg001.msA:11.366	εἴ που τις καὶ ἐμοί γε θεῶν ἐπιτάρροθός ἐστι	Ζεὺς μέν που τό γε οἶδε καὶ ἀθάνατοι θεοὶ ἄλλοι	που, καὶ, γε	urn:cts:greekLit:tlg0012.tlg001.omar:3.308
urn:cts:greekLit:tlg5026.msAint.hmt:11.13	εἷλκεν ἐπί Ευρυπύλῳ	urn:cts:greekLit:tlg0012.tlg001.msA:11.366	εἴ που τις καὶ ἐμοί γε θεῶν ἐπιτάρροθός ἐστι	ῥιγήσειν πόλεμόν γε καὶ εἴ χ' ἑτέρωθι πύθηαι	εἴ, καὶ, γε	urn:cts:greekLit:tlg0012.tlg001.omar:5.351
urn:cts:greekLit:tlg5026.msAint.hmt:11.13	εἷλκεν ἐπί Ευρυπύλῳ	urn:cts:greekLit:tlg0012.tlg001.msA:11.366	εἴ που τις καὶ ἐμοί γε θεῶν ἐπιτάρροθός ἐστι	εἴ περ γάρ ς' ̔́Εκτωρ γε κακὸν καὶ ἀνάλκιδα φήσει	εἴ, καὶ, γε	urn:cts:greekLit:tlg0012.tlg001.omar:8.153
urn:cts:greekLit:tlg5026.msAint.hmt:11.13	εἷλκεν ἐπί Ευρυπύλῳ	urn:cts:greekLit:tlg0012.tlg001.msA:11.366	εἴ που τις καὶ ἐμοί γε θεῶν ἐπιτάρροθός ἐστι	ἀλλ' ὥς τις τούτων γε βέλος καὶ οἴκοθι πέσσῃ	τις, καὶ, γε	urn:cts:greekLit:tlg0012.tlg001.omar:8.513
urn:cts:greekLit:tlg5026.msAint.hmt:11.13	εἷλκεν ἐπί Ευρυπύλῳ	urn:cts:greekLit:tlg0012.tlg001.msA:11.366	εἴ που τις καὶ ἐμοί γε θεῶν ἐπιτάρροθός ἐστι	ἀλλ' εἴ τις καὶ τούσδε μετοιχόμενος καλέσειεν	εἴ, τις, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:10.111
urn:cts:greekLit:tlg5026.msAint.hmt:11.13	εἷλκεν ἐπί Ευρυπύλῳ	urn:cts:greekLit:tlg0012.tlg001.msA:11.366	εἴ που τις καὶ ἐμοί γε θεῶν ἐπιτάρροθός ἐστι	καὶ δ' αὐτοὶ τόδε που γιγνώσκετε μή τις ὀπίσσω	που, τις, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:12.272
urn:cts:greekLit:tlg5026.msAint.hmt:11.13	εἷλκεν ἐπί Ευρυπύλῳ	urn:cts:greekLit:tlg0012.tlg001.msA:11.366	εἴ που τις καὶ ἐμοί γε θεῶν ἐπιτάρροθός ἐστι	πῶς κ' ἔοι εἴ τις νῶϊ θεῶν αἰειγενετάων	εἴ, τις, θεῶν	urn:cts:greekLit:tlg0012.tlg001.omar:14.333
urn:cts:greekLit:tlg5026.msAint.hmt:11.13	εἷλκεν ἐπί Ευρυπύλῳ	urn:cts:greekLit:tlg0012.tlg001.msA:11.366	εἴ που τις καὶ ἐμοί γε θεῶν ἐπιτάρροθός ἐστι	ἤδη γάρ τις τοῦ γε βίην καὶ χεῖρας ἀμείνων	τις, καὶ, γε	urn:cts:greekLit:tlg0012.tlg001.omar:15.139
urn:cts:greekLit:tlg5026.msAint.hmt:11.13	εἷλκεν ἐπί Ευρυπύλῳ	urn:cts:greekLit:tlg0012.tlg001.msA:11.366	εἴ που τις καὶ ἐμοί γε θεῶν ἐπιτάρροθός ἐστι	ἀλλά τις αὖτε θεῶν ἐρρύσατο καὶ ἐσάωσεν	τις, καὶ, θεῶν	urn:cts:greekLit:tlg0012.tlg001.omar:15.290
urn:cts:greekLit:tlg5026.msAint.hmt:11.13	εἷλκεν ἐπί Ευρυπύλῳ	urn:cts:greekLit:tlg0012.tlg001.msA:11.366	εἴ που τις καὶ ἐμοί γε θεῶν ἐπιτάρροθός ἐστι	φράζεο μή τις ἔπειτα θεῶν ἐθέλῃσι καὶ ἄλλος	τις, καὶ, θεῶν	urn:cts:greekLit:tlg0012.tlg001.omar:16.446
urn:cts:greekLit:tlg5026.msAint.hmt:11.13	εἷλκεν ἐπί Ευρυπύλῳ	urn:cts:greekLit:tlg0012.tlg001.msA:11.366	εἴ που τις καὶ ἐμοί γε θεῶν ἐπιτάρροθός ἐστι	εἴ που ἔτι ζώει γε Νεοπτόλεμος θεοειδής	εἴ, που, γε	urn:cts:greekLit:tlg0012.tlg001.omar:19.327
urn:cts:greekLit:tlg5026.msAint.hmt:11.13	εἷλκεν ἐπί Ευρυπύλῳ	urn:cts:greekLit:tlg0012.tlg001.msA:11.366	εἴ που τις καὶ ἐμοί γε θεῶν ἐπιτάρροθός ἐστι	εἴ πού τις καὶ ἔμοιγε θεῶν ἐπιτάρροθός ἐστι	εἴ, τις, καὶ, θεῶν, ἐπιτάρροθός, ἐστurn:cts:greekLit:tlg0012.tlg001.omar:20.453
urn:cts:greekLit:tlg5026.msAint.hmt:11.13	εἷλκεν ἐπί Ευρυπύλῳ	urn:cts:greekLit:tlg0012.tlg001.msA:11.366	εἴ που τις καὶ ἐμοί γε θεῶν ἐπιτάρροθός ἐστι	̔́Ηφαιστ' οὔ τις σοί γε θεῶν δύνατ' ἀντιφερίζειν	τις, γε, θεῶν	urn:cts:greekLit:tlg0012.tlg001.omar:21.357
urn:cts:greekLit:tlg5026.msAint.hmt:11.13	εἷλκεν ἐπί Ευρυπύλῳ	urn:cts:greekLit:tlg0012.tlg001.msA:11.366	εἴ που τις καὶ ἐμοί γε θεῶν ἐπιτάρροθός ἐστι	ἀλλ' εἴ τις καλέσειε θεῶν Θέτιν ἆσσον ἐμεῖο	εἴ, τις, θεῶν	urn:cts:greekLit:tlg0012.tlg001.omar:24.74
urn:cts:greekLit:tlg5026.msAint.hmt:11.13	εἷλκεν ἐπί Ευρυπύλῳ	urn:cts:greekLit:tlg0012.tlg001.msA:11.366	εἴ που τις καὶ ἐμοί γε θεῶν ἐπιτάρροθός ἐστι	ἀλλ' ἔτι τις καὶ ἐμεῖο θεῶν ὑπερέσχεθε χεῖρα	τις, καὶ, θεῶν	urn:cts:greekLit:tlg0012.tlg001.omar:24.374
---	---	---	---	---	---	---
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAint.hmt:11.30	τεῖχος ρηζάδμενοι κοίλης ἐπί νηυσὶ μάχεσθαι	urn:cts:greekLit:tlg0012.tlg001.msA:11.594	δούρατ' ἀνασχόμενοι τῶν δ' ἀντίος ἤλυθεν Αἴας	δούρατ' ἀνασχόμενοι τὸν δ' οἴω καὶ μεμαῶτα	δούρατ', ἀνασχόμενοι, δ'	urn:cts:greekLit:tlg0012.tlg001.omar:15.298
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAint.hmt:12.D1	"μίμνε"	urn:cts:greekLit:tlg0012.tlg001.msA:12.90	τεῖχος ῥηξάμενοι κοίλῃς ἐπὶ νηυσὶ μάχεσθαι	νῦν δὲ ἑκὰς πόλιος κοίλῃς ἐπὶ νηυσὶ μάχονται	κοίλῃς, ἐπὶ, νηυσὶ	urn:cts:greekLit:tlg0012.tlg001.omar:5.791
urn:cts:greekLit:tlg5026.msAint.hmt:12.D1	"μίμνε"	urn:cts:greekLit:tlg0012.tlg001.msA:12.90	τεῖχος ῥηξάμενοι κοίλῃς ἐπὶ νηυσὶ μάχεσθαι	τεῖχος ῥηξάμενοι θέσθαι παρὰ νηυσὶ κέλευθον	τεῖχος, ῥηξάμενοι, νηυσὶ	urn:cts:greekLit:tlg0012.tlg001.omar:12.418
urn:cts:greekLit:tlg5026.msAint.hmt:12.D1	"μίμνε"	urn:cts:greekLit:tlg0012.tlg001.msA:12.90	τεῖχος ῥηξάμενοι κοίλῃς ἐπὶ νηυσὶ μάχεσθαι	νῦν δὲ ἑκὰς πόλιος κοίλῃς ἐπὶ νηυσὶ μάχονται	κοίλῃς, ἐπὶ, νηυσὶ	urn:cts:greekLit:tlg0012.tlg001.omar:13.107
urn:cts:greekLit:tlg5026.msAint.hmt:12.D1	"μίμνε"	urn:cts:greekLit:tlg0012.tlg001.msA:12.90	τεῖχος ῥηξάμενοι κοίλῃς ἐπὶ νηυσὶ μάχεσθαι	ὅς τις δὲ Τρώων κοίλῃς ἐπὶ νηυσὶ φέροιτο	κοίλῃς, ἐπὶ, νηυσὶ	urn:cts:greekLit:tlg0012.tlg001.omar:15.743
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAint.hmt:14.E11	ἠέρι γὰρ κεκάλυπται	urn:cts:greekLit:tlg0012.tlg001.msA:14.119	ἀλλ' ὁ μὲν αὐτόθι μεῖνε πατὴρ δ' ἐμὸς Ἄργεϊ νάσθη	ἀλλ' ὅ γε δέκτο μὲν ἱρά πόνον δ' ἀμέγαρτον ὄφελλεν	ἀλλ', μὲν, δ'	urn:cts:greekLit:tlg0012.tlg001.omar:2.420
urn:cts:greekLit:tlg5026.msAint.hmt:14.E11	ἠέρι γὰρ κεκάλυπται	urn:cts:greekLit:tlg0012.tlg001.msA:14.119	ἀλλ' ὁ μὲν αὐτόθι μεῖνε πατὴρ δ' ἐμὸς Ἄργεϊ νάσθη	τῇ πιθόμην καὶ ἔρεξα πατὴρ δ' ἐμὸς αὐτίκ' ὀϊσθεὶς	πατὴρ, δ', ἐμὸς	urn:cts:greekLit:tlg0012.tlg001.omar:9.453
urn:cts:greekLit:tlg5026.msAint.hmt:14.E11	ἠέρι γὰρ κεκάλυπται	urn:cts:greekLit:tlg0012.tlg001.msA:14.119	ἀλλ' ὁ μὲν αὐτόθι μεῖνε πατὴρ δ' ἐμὸς Ἄργεϊ νάσθη	ἀλλ' ὃ μὲν ἂρ μύθοισιν ὃ δ' ἔγχεϊ πολλὸν ἐνίκα	ἀλλ', μὲν, δ'	urn:cts:greekLit:tlg0012.tlg001.omar:18.252
urn:cts:greekLit:tlg5026.msAint.hmt:14.E11	ἠέρι γὰρ κεκάλυπται	urn:cts:greekLit:tlg0012.tlg001.msA:14.119	ἀλλ' ὁ μὲν αὐτόθι μεῖνε πατὴρ δ' ἐμὸς Ἄργεϊ νάσθη	ἀλλ' ὃ μὲν ἐν τείχει ἐμὲ δ' ἐξαπάτησεν ̓Αθήνη	ἀλλ', μὲν, δ'	urn:cts:greekLit:tlg0012.tlg001.omar:22.299
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	αἲ γὰρ Ζεῦ τε πάτερ καὶ ̓Αθηναίη καὶ ̓́Απολλον	γὰρ, τε, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:2.371
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	καὶ γὰρ ἐγὼν ̓Αχιλεύς τε μαχεσσάμεθ' εἵνεκα κούρης	γὰρ, τε, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:2.377
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	αἳ γὰρ ὑπ' ἠελίῳ τε καὶ οὐρανῷ ἀστερόεντι	γὰρ, τε, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:4.44
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	εἴ περ γὰρ φθονέω τε καὶ οὐκ εἰῶ διαπέρσαι	γὰρ, τε, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:4.55
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	αἲ γὰρ Ζεῦ τε πάτερ καὶ ̓Αθηναίη καὶ ̓́Απολλον	γὰρ, τε, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:4.288
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	αἲ γὰρ Ζεῦ τε πάτερ καὶ ̓Αθηναίη καὶ ̓́Απολλον	γὰρ, τε, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:7.132
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	πλῆθεν ὁμῶς ἵππων τε καὶ ἀνδρῶν ἀσπιστάων	ὁμῶς, τε, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:8.214
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	νηλεὲς ἦτορ ἔχειν στρεπτοὶ δέ τε καὶ θεοὶ αὐτοί	αὐτοί, τε, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:9.497
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	δηθά τε καὶ δολιχόν τόσα γὰρ κακὰ μήσατ' ̓Αχαιούς	γὰρ, τε, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:10.52
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	πολλάκι γὰρ μεθιεῖ τε καὶ οὐκ ἐθέλει πονέεσθαι	γὰρ, τε, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:10.121
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	αἲ γὰρ δὴ ̓Οδυσεύς τε καὶ ὃ κρατερὸς Διομήδης	γὰρ, τε, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:10.536
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	Τρῶες ὀρίνονται ἐπιμὶξ ἵπποι τε καὶ αὐτοί	αὐτοί, τε, καὶ, ἵπποι	urn:cts:greekLit:tlg0012.tlg001.omar:11.525
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	αὐτοί τε κτεινώμεθ' ἐπισχερώ οὐ γὰρ ἐμὴ ἲς	γὰρ, αὐτοί, τε	urn:cts:greekLit:tlg0012.tlg001.omar:11.668
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	ἦλθον ὁμῶς αὐτοί τε πολεῖς καὶ μώνυχες ἵπποι	ὁμῶς, αὐτοί, τε, καὶ, ἵπποι	urn:cts:greekLit:tlg0012.tlg001.omar:11.708
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	καὶ γὰρ ὃ θαυμάζων ἧστο πτόλεμόν τε μάχην τε	γὰρ, τε, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:13.11
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	ζαχρηεῖς γίγνοντο μάχῃ αὐτοί τε καὶ ἵπποι	αὐτοί, τε, καὶ, ἵπποι	urn:cts:greekLit:tlg0012.tlg001.omar:13.684
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	ῥύομ' ὁμῶς αὐτόν τε καὶ αἰπεινὸν πτολίεθρον	ὁμῶς, τε, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:15.257
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	αἲ γὰρ Ζεῦ τε πάτερ καὶ ̓Αθηναίη καὶ ̓́Απολλον	γὰρ, τε, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:16.97
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	αὖτις γὰρ δὴ τόν γε κίχον λαός τε καὶ ἵπποι	γὰρ, τε, καὶ, ἵπποι	urn:cts:greekLit:tlg0012.tlg001.omar:18.153
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	ἐσχατιῇ καίοντ' ἐπιμὶξ ἵπποι τε καὶ ἄνδρες	τε, καὶ, ἵπποι	urn:cts:greekLit:tlg0012.tlg001.omar:23.242
urn:cts:greekLit:tlg5026.msAint.hmt:17.32	οὐδ' ἀρὰ	urn:cts:greekLit:tlg0012.tlg001.msA:17.644	ἠέρι γὰρ κατέχονται ὁμῶς αὐτοί τε καὶ ἵπποι	μήτηρ παρμέμβλωκεν ὁμῶς νύκτάς τε καὶ ἦμαρ	ὁμῶς, τε, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:24.73
---	---	---	---	---	---	---
---	---	---	---	---	---	---
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msA.hmt:6.39	καιρῶ παραλαβων βέλτιον δὲ δυσχεράνας ἐπί τῆ τῆς φάτνης στάσει οἱ δὲ αγοστήσας ἀγοιστὸς γὰρ ὁ ῥῦπος ἢ ἡσυχασας παρά τὴν ἀχην	urn:cts:greekLit:tlg0012.tlg001.msA:6.133	σεῦε κατ ηγάθεον Νυσήϊον αἱ δ' ἅμα πᾶσαι	τῶν δὲ καὶ ἀργύφεον πλῆτο σπέος αἳ δ' ἅμα πᾶσαι	δ', ἅμα, πᾶσαι	urn:cts:greekLit:tlg0012.tlg001.omar:18.50
---	---	---	---	---	---	---
